category,compatibility,languages,name,price,rating,
 Entertainment, OS X 10.9.5  , English,ToPlay,$4.99 ,, 18.2 MB
 Video, OS X 10.6 ,,Top DVD Ripper,$14.99 ,, 28.6 MB
 Entertainment, OS X 10.8  ," English, Arabic, Dutch, Finnish, French, German, Greek, Italian, Japanese, Korean, Norwegian BokmÌ´l, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Turkish",Toon Goggles - On-Demand Entertainment for Kids,Free,5, 10.2 MB
 Video, OS X 10.7  , English,ToMP4 - MP4 Converter,$5.99 ,1, 6.9 MB
 Music, OS X 10.7  , English,ToAudio - Audio Converter,$5.99 ,1.4, 12.1 MB
 Music, OS X 10.7  , English,To MP3 Converter Free,Free,4.7, 9.4 MB
 Music, OS X 10.7  , English,To M4A Converter Lite,Free,4.8, 12 MB
 Music, OS X 10.7  , English,To M4A Converter,$14.99 ,3.9, 11.9 MB
 Music, OS X 10.7  , English,To FLAC Converter Lite,Free,3.4, 12 MB
 Music, OS X 10.7  , English,To Audio Converter Lite,Free,4.8, 12.1 MB
 Photography, OS 10.12  , English,TLDFLite - TimeLapse Deflicker,Free,3.4, 8.3 MB
 Music, OS X 10.7  , English,To Audio Converter,$18.99 ,4.8, 12 MB
 Photography, OS 10.12  , English,TLDF - TimeLapse DeFlicker,$29.99 ,4, 8.1 MB
 Video, OS X 10.9.0  , English,Titles and Transitions Course,$13.99 ,, 315.6 MB
 Video, OS X 10.7  ,,Tipard Video Converter-MP3/MP4,$15.99 ,1, 53.5 MB
 Video, OS X 10.7  ,,Tipard Video Converter Pro,$19.99 ,2, 54.4 MB
 Video, OS X 10.7  ,,Tipard MXF Converter,$10.99 ,, 53.1 MB
 Video, OS X 10.7  ,,Tipard MTS Converter ‰ÛÒ MP4/MOV,$10.99 ,5, 53.5 MB
 Video, OS X 10.7  ,,Tipard MOV Converter,$10.99 ,4, 53.5 MB
 Video, OS X 10.7  ,,Tipard M2TS Converter,$10.99 ,4, 53.5 MB
 Music, OS X 10.7  ,,Tipard All Music Converter,$7.99 ,4.3, 53.7 MB
 Video, OS X 10.7  ,,Tipard 3D Converter - 2D to 3D,$19.99 ,5, 27.4 MB
 Video, OS X 10.9  , English,Timeline Course For Premiere Pro CC,$13.99 ,, 185.2 MB
 Video, OS X 10.7  ," English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish",Timelapse Maker,$3.99 ,3, 2.6 MB
 Video, OS X 10.8.0  ," English, French",Timecode Calculator,$6.99 ,4.4, 2.9 MB
 Photography, OS X 10.9  ," English, Simplified Chinese, Traditional Chinese",Time Lapse Photography,$0.99 ,2.2, 39.1 MB
 Photography, OS X 10.10  ," English, Dutch, French, German, Italian, Simplified Chinese, Spanish, Traditional Chinese",Time Lapse Movie,$6.99 ,5, 9.1 MB
 Video, OS X 10.7  , English,Tilt Shift for Final Cut Pro,$1.99 ,3.7, 18.7 MB
 Utilities, OS 10.12  ," English, Simplified Chinese",Thunder Video Converter Pro,$4.99 ,, 42 MB
 Utilities, OS 10.12  ," English, Simplified Chinese",Thunder Video Converter,Free,1.5, 42.1 MB
 Video, OS X 10.6.6 , English,Thumbpics,$5.99 ,2, 4.6 MB
 Photography, OS X 10.9  , English,Theta S Remote for Ricoh Theta Cameras,$4.99 ,1, 15.2 MB
 Graphics & Design, OS X 10.8  , English,TextPro,$6.99 ,5, 8.7 GB
 Video, OS X 10.8  , English,Text On Gif - Gif Maker,$0.99 ,3, 7.8 MB
 Utilities, OS X 10.7  , English,TestCard App,Free,4, 2.5 MB
 Video, OS 10.14  , English,Teleprompter,Free,4.7, 12.6 MB
 Video, OS 10.12  ," English, Chinese, French, German",TechSmith Camtasia 2019,$99.99 ,2.8, 504.8 MB
 Video, OS X 10.7  , English,TCPlanner,$11.99 ,4, 2.1 MB
 Video, OS 10.12  ," English, Czech, Danish, Dutch, Finnish, French, German, Greek, Hungarian, Italian, Japanese, Polish, Portuguese, Russian, Slovenian, Spanish, Swedish, Turkish",Tapes: Screencast Sharing,$9.99 ,4.6, 1.4 MB
 Video, OS 10.13  , English,Talkie Video Player,,, 21.1 MB
 Video, OS X 10.6  ," English, Portuguese, Spanish",Subs Doctor,$2.99 ,2, 1.7 MB
 Utilities, OS X 10.11  ," English, Simplified Chinese, Traditional Chinese",SubRee,$4.99 ,, 2.6 MB
 Video, OS 10.12  ," English, Arabic, Dutch, French, German, Greek, Polish, Portuguese, Simplified Chinese, Spanish, Swedish",Submerge 3,$18.99 ,3.3, 20.7 MB
 Video, OS X 10.7  ," English, German, Polish, Russian, Spanish",Sub Edit - subtitles editor and movie player,$3.99 ,1, 6.9 MB
 Video, OS X 10.10  , English,Striction - Video Compressor,$2.99 ,, 268.9 KB
 Video, OS 10.12  , English,Streamcast,,, 7.8 MB
 Video, OS X 10.10  ," English, Spanish",Stream to Samsung TV,$4.99 ,1.4, 26.3 MB
 Video, OS X 10.10  ," English, Spanish",Stream to Roku,$4.99 ,2.1, 49.1 MB
 Video, OS X 10.10  ," English, Spanish",Stream to LG TV,$4.99 ,2.3, 49.1 MB
 Video, OS X 10.10  ," English, Spanish",Stream to Fire TV,$4.99 ,1.4, 49.1 MB
 Entertainment, OS X 10.10  ," English, Spanish",Stream to Chromecast,$4.99 ,2.9, 56.4 MB
 Video, OS X 10.11  , English,Stream Player,,3, 4.7 MB
 Video, OS 10.12  , English,Stream Media to Samsung TV,$7.99 ,3, 24.4 MB
 Entertainment, OS X 10.8  ," English, Spanish",Stream for Vimeo: Play Online Video,,5, 11.2 MB
 Entertainment, OS X 10.11  , English,Stream for Roku -Video & Audio,$4.99 ,1.5, 11.7 MB
 Graphics & Design, OS X 10.6.8 , English,Strata Design 3D CXi,$99.99 ,3.7, 1.2 GB
 Video, OS X 10.9  , English,Story Telling and Editing Course For iMovie,$13.99 ,1, 258.8 MB
 Video, OS X 10.9  , English,StopMotion,$9.99 ,1.3, 2.4 MB
 Video, OS X 10.11  , English,Stop Motion Studio Pro,$9.99 ,2.7, 41 MB
 Video, OS X 10.11  , English,Stop Motion Studio,Free,2.6, 41.1 MB
 Video, OS X 10.9  , English,Stop Mo Pro,$7.99 ,, 291.6 MB
 Video, OS X 10.9  , English,Stop Mo EZ,Free,2.1, 292.4 MB
 Video, OS X 10.11  , English,Step By Step! For Premiere Pro,$6.99 ,, 2.2 MB
 Utilities, OS X 10.7.0  , English,Stellar Repair for Video,$44.99 ,1, 10 MB
 Video, OS X 10.9.0  , English,Start Course For Final Cut Pro,Free,4.5, 178.2 MB
 Video, OS X 10.7  , English,Star Wizard for Final Cut Pro,$9.99 ,4, 6.9 MB
 Photography, OS X 10.8  , English,Star Trails,$5.99 ,4.2, 1.8 MB
 Video, OS X 10.9  ," English, French, German, Portuguese, Spanish",SRT Wizard,$1.99 ,3, 30.4 MB
 Video, OS X 10.6.6 , English,SRT Viewer & Editor,$4.99 ,2.4, 432.7 KB
 Video, OS X 10.8  , English,SRT Extractor for Closed Caption and Subtitles,$9.99 ,2.5, 2.3 MB
 Video, OS X 10.9  ," English, Simplified Chinese, Traditional Chinese",SRT Edit Pro-Make and Edit,$9.99 ,3.4, 1.5 MB
 Video, OS X 10.7  ," English, Simplified Chinese, Traditional Chinese",SRT Converter,$9.99 ,3.7, 1.8 MB
 Video, OS X 10.8  , English,SqueezeTube,$9.99 ,3, 16.5 MB
 Video, OS 10.12  , English,Square & Circle Video Crop,$1.99 ,1, 3.9 MB
 Utilities, OS X 10.8  ," English, Dutch, French, German, Italian, Japanese, Korean, Polish, Russian, Simplified Chinese, Spanish, Traditional Chinese",Spy Cam,$9.99 ,1, 5 MB
 Video, OS X 10.9  , English,Split Screen Video,$4.99 ,, 19 MB
 Entertainment, OS X 10.10.0  ,,SPlayer - Simple and Powerful,Free,3.8, 84 MB
 Video, OS X 10.11  , English,SpeedScriber,Free,3.7, 4.9 MB
 Utilities, OS X 10.11  ," English, German",Speedifier - Control video speed in the web,$1.99 ,1.8, 4.7 MB
 Video, OS X 10.9.0  ,,SoundSoap Solo 5,$79.99 ,1, 4.5 MB
 Video, OS X 10.9  , English,Speed Up Video,$4.99 ,3.7, 23.4 MB
 Music, OS X 10.6  , English,SoundConverter,Free,2.9, 46.8 MB
 Music, OS X 10.8  , English,Sound Normalizer,$4.99 ,3.9, 11 MB
 Video, OS 10.12  , English,Songster,$29.99 ,5, 6.9 MB
 Video, OS 10.14  ," English, Simplified Chinese",Sonorize,$4.99 ,, 4.2 MB
 Video, OS X 10.10  , English,Sound Noise Reduction Removal,$64.99 ,1.6, 957 KB
 Utilities, OS X 10.6 , English,Softtote Data Recovery,$59.99 ,2.1, 1.4 MB
 Video, OS X 10.10  ," English, French, German, Russian, Simplified Chinese, Spanish",SolveigMM Video Splitter 4,$29.99 ,3.8, 24.5 MB
 Video, OS X 10.11  , English,Softron Metadata Editor,$9.99 ,1.5, 608.8 KB
 Entertainment, OS X 10.10  ," English, German",SofaPlay Lite,Free,2.3, 3.5 MB
 Video, OS X 10.9.0  ,,SoundSoap 5,$99.99 ,4.5, 4.5 MB
 Entertainment, OS X 10.10  ," English, German",SofaPlay,$4.99 ,2.5, 3.6 MB
 Video, OS X 10.7  ," English, Simplified Chinese",SnapVideo-Extract image from video,$3.99 ,1, 7.2 MB
 Video, OS X 10.11  ," English, German",Snapshots,$2.99 ,, 3.4 MB
 Video, OS 10.13  ," English, French, German, Italian, Japanese, Simplified Chinese, Spanish",SnapMotion,$8.99 ,4.6, 9.9 MB
 Video, OS 10.14  , English,Smoovie,$9.99 ,1.3, 9.1 MB
 Productivity, OS X 10.7  ," English, Dutch, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese",SmartZipper Viewer,Free,3.4, 11.5 MB
 Video, OS X 10.10  , English,SmartRipper,$4.99 ,1, 8.5 MB
 Video, OS X 10.9  ," English, Arabic, Catalan, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",SmartPlayer,$1.99 ,1, 932.4 KB
 Video, OS X 10.7 , English,SmartBridge,Free,1.1, 2.4 MB
 Business, OS X 10.7 , English,Smart Screen Recorder Lite,Free,2.2, 2.6 MB
 Business, OS X 10.7 , English,Smart Screen Recorder,$1.99 ,1.4, 2.5 MB
 Video, OS X 10.7  , English,Smart Recorder Lite,Free,3.7, 2 MB
 Video, OS X 10.9  , English,Smart Recorder,$9.99 ,1, 883.3 KB
 Video, OS 10.12  , English,Smart Player,Free,3, 50.8 MB
 Video, OS X 10.6  , English,Smart DVD Creator - Burn Videos to DVD,$8.99 ,2.2, 14.5 MB
 Utilities, OS X 10.6  , English,Smart Disk Image Maker,$9.99 ,, 4.6 MB
 Video, OS X 10.9  , English,Smart Converter Pro 2,$14.99 ,4.5, 17.7 MB
 Video, OS 10.13  , English,Smart Converter,Free,4.6, 20.6 MB
 Video, OS 10.12  ," English, Japanese",SmaCam,Free,1, 392.1 KB
 Video, OS X 10.9  , English,Slow Motion Video,$4.99 ,, 23.9 MB
 Video, OS X 10.10  , English,Slow Motion Player Lite,Free,1, 379.5 KB
 Video, OS X 10.10  , English,Slow Motion Player,$5.99 ,5, 477.8 KB
 Video, OS X 10.10  , English,Slow Motion Clipper Lite,Free,4, 2.7 MB
 Video, OS X 10.11  , English,Slow Motion Clipper,$5.99 ,1.8, 1.4 MB
 Video, OS X 10.10  , English,Slit-Scan Studio,$1.99 ,2, 6.3 MB
 Utilities, OS X 10.11  , English,SlingStudio Converter,Free,3, 17.1 MB
 Photography, OS X 10.8 ," English, Dutch, French, German, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",Slideshow Maker Movavi,$29.99 ,1.8, 86.9 MB
 Video, OS X 10.7  , English,Slideshow Maker HD - Photo Movie Lite,Free,2, 21.3 MB
 Video, OS X 10.7  , English,Slideshow Maker HD - Photo Movie,$14.99 ,4.3, 21.3 MB
 Photography, OS X 10.11  , English,SlideFlow - Slideshow on TV,Free,1, 20.8 MB
 Video, OS X 10.11  , English,Simplified! For After Effects,$6.99 ,4, 3.7 MB
 Video, OS X 10.11  , English,Simplified! Final Cut Pro X Edition,$6.99 ,1, 1.8 MB
 Video, OS 10.12  , English,Simon Says Transcription,Free,4, 92.7 MB
 Video, OS 10.14  , English,Silica SX,Free,, 961.1 KB
 Video, OS X 10.6 ," English, Japanese, Simplified Chinese, Traditional Chinese",Sight Control,$4.99 ,2.4, 1.2 MB
 Video, OS 10.13  , English,Shutterstock for Final Cut Pro,,3.3, 158.3 KB
 Video, OS 10.12  , English,ShotPro,$39.99 ,2.8, 1.4 GB
 Video, OS X 10.10  , English,Shot Notes X,$49.99 ,5, 3.6 MB
 Video, OS X 10.10  , English,Shot Lister,$39.99 ,3.5, 3.9 MB
 Video, OS 10.12  , English,ShareBrowser FCPX Extension,Free,5, 3.8 MB
 Photography, OS X 10.8  , English,Sequence,$34.99 ,2.5, 4.6 MB
 Video, OS X 10.6  , English,SendToX,$9.99 ,2.7, 6.7 MB
 Utilities, OS 10.12  , English,Send to TV for Safari,Free,2, 21 MB
 Video, OS 10.12  , English,Senbay Studio,Free,, 1.6 MB
 Education, OS 10.12  , English,SELF U@Home,Free,5, 17.5 MB
 Video, OS X 10.7  , English,SeeUCamera,$6.99 ,1, 563.8 KB
 Music, OS 10.12  , English,SeeMusic,Free,4.5, 364.8 MB
 Video, OS X 10.9.0  , English,Secondary Color Grading Class,$6.99 ,, 397.9 MB
 Video, OS X 10.7  , English,Secret Spy Cam,$2.99 ,2.1, 1.1 MB
 Video, OS X 10.6  , English,SeaSky Video Converter,$9.99 ,3.9, 14.9 MB
 Video, OS 10.12  , English,SDI ScanConverter,$54.99 ,, 1.9 MB
 Video, OS 10.12  , English,Scrolling Credits Pro,$4.99 ,2.7, 43.4 MB
 Video, OS X 10.7  , English,Screeny,Free,2.3, 2.7 MB
 Video, OS X 10.6.6 , English,ScreenRecorderPro,$19.99 ,3.3, 6.7 MB
 Video, OS X 10.7  , English,Screenote Free,Free,3.1, 11.9 MB
 Video, OS X 10.7  , English,Screenote,$9.99 ,2, 11.7 MB
 Video, OS X 10.8  , English,ScreenNinja,$19.99 ,4.3, 6.2 MB
 Video, OS X 10.10  ," English, Czech, Dutch, Finnish, French, German, Italian, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish",Screenium 3,$54.99 ,3.4, 34.2 MB
 Video, OS 10.12.0  ," English, French, German, Japanese, Spanish",ScreenFlow 8,$129.99 ,2.8, 61.4 MB
 Productivity, OS X 10.6  , English,Screencast ‰ÛÒ Screen Recorder,$0.99 ,4.5, 2.7 MB
 Video, OS X 10.7  , English,Screencast Maker,$1.99 ,4, 535.1 KB
 Video, OS X 10.10  , English,Screencap Video Clips Lite,Free,, 543.3 KB
 Photography, OS X 10.10  , English,Screencap Video Clips,$2.99 ,, 367.2 KB
 Video, OS X 10.7  , English,ScreenCamera,$9.99 ,, 13 MB
 Video, OS X 10.7  ," English, Arabic, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Italian, Japanese, Korean, Polish, Portuguese, Russian, Spanish, Swedish, Traditional Chinese, Turkish, Ukrainian",Screen2Gif,$4.99 ,, 13.9 MB
 Utilities, OS X 10.7 , English,Screen-Recorder,$0.99 ,2.2, 1.4 MB
 Video, OS X 10.10  , English,Screen-Record Free,Free,2.4, 1.5 MB
 Video, OS X 10.11  , English,Screen to TV for Sony,Free,1.4, 25.7 MB
 Video, OS X 10.11  , English,Screen to TV for Panasonic,,5, 25.7 MB
 Video, OS X 10.11  , English,Screen to TV for DLNA,,1.8, 25.7 MB
 Video, OS 10.13  ," English, Dutch, French, German, Icelandic, Italian, Japanese, Portuguese, Simplified Chinese, Spanish, Swedish, Traditional Chinese",Screen TimelapseZ,$6.99 ,5, 4.1 MB
 Video, OS 10.13  ," English, Dutch, French, German, Icelandic, Italian, Japanese, Portuguese, Simplified Chinese, Spanish, Swedish, Traditional Chinese",Screen Timelapse lite,Free,4.8, 4.3 MB
 Video, OS X 10.7 , English,Screen Recording Tools Lite,Free,2.7, 2.2 MB
 Video, OS X 10.7 , English,Screen Recording Tools,$5.99 ,2.3, 1.4 MB
 Video, OS X 10.7  , English,Screen Recorder X,$2.99 ,3, 2.4 MB
 Video, OS X 10.7 , English,Screen Recorder Tool Lite,Free,2.2, 2.8 MB
 Video, OS X 10.10  , English,Screen Recorder Robot Lite,Free,2.6, 1.1 MB
 Video, OS X 10.8  , English,Screen Recorder Pro - Screen Capture HD Video Lite,Free,1, 9.5 MB
 Video, OS X 10.8  , English,Screen Recorder Pro - Screen Capture HD Video,$5.99 ,3.8, 9.5 MB
 Video, OS X 10.7 , English,Screen Recorder MX,$4.99 ,1, 7.9 MB
 Video, OS X 10.7 ," English, Dutch, French, German, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",Screen Recorder Movavi,$29.99 ,3.9, 55.3 MB
 Video, OS X 10.10  , English,Screen Recorder HD Pro,$9.99 ,2.7, 24 MB
 Video, OS X 10.11  , English,Screen Recorder HD - 4K & 5K,$9.99 ,3, 23.3 MB
 Video, OS X 10.11  , English,Screen Recorder Gear+,$7.99 ,4.3, 3 MB
 Photography, OS X 10.10  , English,Screen Recorder - Screenshot & Video Capture,$9.99 ,1, 3.5 MB
 Productivity, OS X 10.7  , English,Screen Recorder - a Screen Recording Tool,$2.99 ,1.7, 6.7 MB
 Utilities, OS X 10.7  , English,Screen Recorder - A screen record and capture tool,Free,2.3, 2.4 MB
 Utilities, OS X 10.8 ," English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",Screen Recorder,$14.99 ,2.3, 1.1 MB
 Utilities, OS X 10.8  ," English, French, German, Italian, Japanese, Portuguese, Simplified Chinese, Spanish",Screen Record-Screen Recorder,$4.99 ,3.9, 11.8 MB
 Video, OS X 10.7  , English,Screen Record Utility,$6.99 ,1.1, 2.4 MB
 Video, OS X 10.7  , English,Screen Record Utility Lite,Free,2.4, 3.6 MB
 Video, OS X 10.7  , English,Screen Record Lite-HD Recorder,Free,2.5, 16.9 MB
 Video, OS X 10.7  , English,Screen Record Pro-HD Recorder,$9.99 ,4.1, 16.9 MB
 Utilities, OS X 10.8  ," English, French, German, Italian, Japanese, Portuguese, Simplified Chinese, Spanish",Screen Record Lite - Recorder,Free,1.4, 11.8 MB
 Video, OS X 10.7  , English,Screen Record HD - Screen Lite,Free,1.7, 10.3 MB
 Video, OS X 10.7  , English,Screen Record - Screen Capture,$4.99 ,3.8, 10.3 MB
 Productivity, OS X 10.7  , English,Screen Logger,$9.99 ,, 10.8 MB
 Video, OS 10.12  , English,Screen Lapse - Motion Blur,$8.99 ,4, 3.4 MB
 Video, OS X 10.10  ," English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish",Screen Catcher - Video Capture,$9.99 ,, 3 MB
 Video, OS X 10.7 , English,Screen Capturer Lite,Free,3.6, 4.3 MB
 Video, OS X 10.7 , English,Screen Captures pro,$1.99 ,1.1, 1.6 MB
 Video, OS X 10.7 , English,Screen Capturer,$4.99 ,2, 2.8 MB
 Video, OS X 10.7  , English,Screen Capture Tool Pro,$4.99 ,2.2, 1.7 MB
 Video, OS X 10.7  , English,Screen Capture Tool Lite,Free,3, 2.4 MB
 Video, OS X 10.7 ," English, Dutch, French, German, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",Screen Capture Pro Movavi,$29.99 ,3.8, 69 MB
 Video, OS X 10.7  ," English, Simplified Chinese",Screen Capture Pro,$9.99 ,2.7, 7.7 MB
 Video, OS X 10.7  ," English, Simplified Chinese",Screen Capture Lite,Free,2.6, 7.7 MB
 Video, OS X 10.11  , English,Screen Capture & Recorder-Lite,Free,2, 3.3 MB
 Video, OS X 10.10  , English,Screen Capture HD,Free,1.8, 2 MB
 Video, OS X 10.11  , English,Screen Capture & Recorder,$9.99 ,3.3, 3.4 MB
 Utilities, OS X 10.8  , English,Screen Cap,$9.99 ,3.8, 1.6 MB
 Video, OS 10.13.2  ," English, Japanese, Simplified Chinese, Traditional Chinese",Scene Selector,$17.99 ,, 249.2 MB
 Video, OS X 10.9.0  , English,SCC Caption Decoder,$19.99 ,1, 4.5 MB
 Graphics & Design, OS X 10.7  ," English, Japanese",SBArt4Lite,Free,, 5 MB
 Video, OS X 10.8  ,,SAT>IP Viewer,,5, 49 MB
 Video, OS X 10.11  , English,SaberFX,$24.99 ,4, 5.3 MB
 Video, OS 10.12  , English,Rotate & Flip Video,$0.99 ,1, 3.9 MB
 Video, OS X 10.6.8 ," English, Catalan, Dutch, Finnish, French, Hungarian, Italian, Polish, Simplified Chinese, Spanish, Swedish, Traditional Chinese",RoadMovie,$29.99 ,4.3, 23.2 MB
 Video, OS X 10.8 ," English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",RMVB Converter,$19.99 ,, 14.1 MB
 Video, OS X 10.7  , English,Ripcorder Video,$9.99 ,2.7, 2.1 MB
 Video, OS X 10.9  , English,Ripcorder Cam,$7.99 ,1, 2.4 MB
 Video, OS X 10.8  , English,Ripcasting Video (Video Streaming),$9.99 ,1, 8.2 MB
 Video, OS X 10.8  , English,Ripcasting Cam (Webcam Streaming),$7.99 ,1, 9 MB
 Entertainment, OS X 10.9.0  , English,"Revise, Edit For Final Draft",$13.99 ,, 198.3 MB
 Video, OS X 10.11  , English,Reverse Video,$4.99 ,5, 16.9 MB
 Video, OS 10.12  , English,RetroClip,Free,4.3, 3.4 MB
 Video, OS 10.12  , English,Replay,$0.99 ,, 2 MB
 Video, OS X 10.11  , English,Remove & Replace Audio Lite,Free,2.5, 735.9 KB
 Video, OS X 10.10  , English,Remove & Replace Audio,$4.99 ,, 666.2 KB
 Utilities, OS X 10.11  , English,Remote for Chromecast,$2.99 ,1.4, 12 MB
 Video, OS X 10.8  ," English, Simplified Chinese",Record & Capture,$4.99 ,3.7, 12.9 MB
 Utilities, OS 10.13  , English,Rearview - prying eyes alarm,$3.99 ,4.6, 7.3 MB
 Video, OS X 10.6  , English,RAWMagic Lite,Free,3.6, 1.1 MB
 Video, OS X 10.7  , English,RAWMagic,$29.99 ,2.8, 1.9 MB
 Video, OS 10.12  , English,Random-X,$29.99 ,, 7 MB
 Video, OS 10.12  , English,Random Video Player Lite,Free,1, 518.8 KB
 Video, OS X 10.9  , English,Random Video Player,$5.99 ,4.5, 18.8 MB
 Music, OS 10.12  ," English, German",RadioBrowser Remote,Free,, 4.4 MB
 Music, OS 10.12  ," English, German",RadioBrowser,$1.99 ,5, 4 MB
